,Topic,Count,Name,Representation,Representative_Docs
80,79,77,79_journalists_reporters_cnn_journalist,"['journalists', 'reporters', 'cnn', 'journalist', 'news', 'arrested', 'arresting', 'press', 'attacked', 'media']","['Minnesota state police have violated the first amendment and arrested CNN reporters for no reason', 'First police arrested journalists, now they are shooting them with pepper bullets. The First Amendment is actually… https://t.co/PydxlWnEDl', 'This is why journalists are being attacked by police across the country.']"
81,80,75,80_schools_school_teachers_education,"['schools', 'school', 'teachers', 'education', 'defunding', 'cuts', 'board', 'budget', 'student', 'achievement']","[""L.A. teachers union says schools can't reopen unless charter schools get shut down, police defunded https://t.co/tP8WYYvyDw"", 'As we can all see the money from the police needs to go to schools', 'Put that money in schools/education. They need it far more than any police department']"
82,81,75,81_obvious_however_streets_social,"['obvious', 'however', 'streets', 'social', 'reason', 'means', 'since', 'use', 'many', 'billkristol']","['@BillKristol Since we can go to streets to protest for obvious reason we can however, use the many social means to… https://t.co/GXn0tFc6sj', '@BillKristol Since we can go to streets to protest for obvious reason we can however, use the many social means to… https://t.co/DawebAwEth', '@BillKristol Since we can go to streets to protest for obvious reason we can however, use the many social means to… https://t.co/0pnUHSU55K']"
83,82,74,82_im_cracced_babydaddy_rlly,"['im', 'cracced', 'babydaddy', 'rlly', 'jus', 'cuh', 'bugs', 'blowin', 'ik', 'wit']","['Free da zandbox ent on ayethang free pjay my blooda frum another ill cook a nigga top over dis nigga on da set beleedat', 'jus cracced 30,000 off to babydaddy u can have mine cus the nigga full of drama', 'jus cracced 30,000 off yo babydaddy u could have mine cus the nigga full of drama🙈']"
84,83,74,83_twitter_tweet_tweets_account,"['twitter', 'tweet', 'tweets', 'account', 'missing', 'suspended', 'media', 'social', 'profiles', 'accounts']","['yea right. if it’s a tweet from a black person using it and the tweet is funny im gonna retweet. this tweet is so e… https://t.co/utMnbuYdGm', 'So @twitter suspended me for 12 hours for using AAVE, called it ‘hateful conduct’ and during black history month? S… https://t.co/tOGk7z8dxl', '@twitter suspended me for 12 hours for using AAVE and called it ‘hateful conduct’ during black history month. so he… https://t.co/E1ePMl1Yqq']"
85,84,73,84_bitch_ooh_bitches_cuhs,"['bitch', 'ooh', 'bitches', 'cuhs', 'fuccin', 'laggin', 'pussy', 'baddie', 'boss', 'missin']","['Man I kno these niggas sick of me everytime his bitch start laggin it’s cause she missin me🏆🎰 https://t.co/H9NAAQPVul', 'Bitches will tell u they aint fuccin with no nigga cuhs they dont know who he fuccin’ 💀 Whole time nigga fucking th… https://t.co/ryhgJZyWng', ""#w\nYo Tory\nOoh, ooh, ooh, ooh yeah\nOoh, ooh\nAy, it's a lot of pussy ass niggas tryna take my bitch and run off\n30 i… https://t.co/rGIG2T4KNv""]"
86,85,72,85_women_white_fetishize_girls,"['women', 'white', 'fetishize', 'girls', 'fetish', 'fetishization', 'men', 'woman', 'sexualized', 'weakest']","['@datboiahmad @popligion White women can fetishize black men and still be racist 🤦🏾\u200d♀️', 'Why do white girls talk to me can’t you see I’m a woman made to love black and brown women only 😠', 'Yet white men fetishize off of black women.']"
87,86,72,86_yangon_military_myanmar_dictatorship,"['yangon', 'military', 'myanmar', 'dictatorship', 'coup', 'whatshappeninginmyanmar', 'asean', 'against', 'tsp', 'strike']","['Flash mob style protest of Yangon this morning opposing military dictatorship in S.Okkalapa without giving a care a… https://t.co/HYMZaTA90F', ""Yangon's car protest honking away military monsters and showing how they all condemn this military coup even after… https://t.co/2MN1ldksVB"", ""Yangon's car protest honking away military monsters and showing how they all condemn this military coup even after… https://t.co/B67CsNk4tI""]"
88,87,71,87_voter_suppression_racism_election,"['voter', 'suppression', 'racism', 'election', 'democratic', 'democrats', 'systemic', 'vote', 'political', 'parties']","['Ahh your daily dose of systemic racism and a sprinkle of voter suppression... good old America 🙆🏻\u200d♂️', 'When systemic racism + voter suppression collide', 'Systemic racism and voter suppression in real time. #ThisIsAmerica']"
89,88,68,88_kant_stfu_yuno_marthon,"['kant', 'stfu', 'yuno', 'marthon', 'pefar24voz', 'bdog', 'retawdid', 'mikasa', 'shaddup', 'daaamn']","['retawdid nigga wit da master plan. tall nigga wit da skinny pants', 'No kizzy this nigga Eren needs to tap already, Mikasa on that', 'It’s the bending over and the slow rise and anticipation of a nigga spreading his cheeks. I need it. I have no choi… https://t.co/PEfAR24VOZ']"
90,89,67,89_news_msm_fox_trump,"['news', 'msm', 'fox', 'trump', 'twitter', 'media', 'fake', 'realdonaldtrump', 'propaganda', 'censoring']","['@cspanradio is streaming Fox News Sunday with Chris Wallace? What’s up with that? #msm', '@realDonaldTrump Amazing what the msm doesn’t show us, I guess we’re the news now.', 'Where’s the msm to report REAL news like this?']"
91,90,67,90_lmao_namor_heee_swaggy,"['lmao', 'namor', 'heee', 'swaggy', 'autistic', 'yum', 'menace', 'whooped', 'zlr85v9bpf', 'chynna']","['Lmao that nigga is ass', 'Lmao this nigga is ass', '@YallLuvCris nigga got beat up by Namor in the comics &amp; then Namor flooded Wakanda with ocean water Lmao. T’Challa… https://t.co/ZLr85v9bPf']"
92,91,67,91_angeles_los_la_commission,"['angeles', 'los', 'la', 'commission', 'beverly', 'flatbush', 'pawgs', 'hills', '44', 'police']","['#flatbush #brooklyn large group, westbound on flatbush, police have exited their vehicles awaiting further instruct… https://t.co/rrCCm2ez8Q', 'Personal Los Angeles update:\nthe police commission is getting DUG INTO, The LA mayor’s house is being surround (As… https://t.co/4NwXLZmvjn', 'Los Angeles County | Beverly Hills police arrest 44 in bust of unemployment fraud schemes https://t.co/hnhoZpODai']"
93,92,66,92_doctors_doctor_medical_hospitals,"['doctors', 'doctor', 'medical', 'hospitals', 'nurse', 'women', 'professionals', 'hospital', 'healthcare', '505']","['20 doctors have charged with 505(A) and total in 180 now.Warranted doctors will be in black list,their passports wi… https://t.co/DtIkh5vF1j', 'With black doctors', 'Conclusion: white doctors are racist and let the black babies die. Ban doctors.']"
94,93,65,93_diversity_prejudice_tech_training,"['diversity', 'prejudice', 'tech', 'training', 'discrimination', 'racism', 'racist', 'davidstarrjordan', 'ethnic', 'offensive']","['A thread on diversity&amp; anti racism', 'I don’t think diversity training can fix this', 'Diversity and inclusion training isn’t gonna fix this']"
95,94,65,94_blacklivesmatter_losangeles_fabioborgestv_stopkillingus,"['blacklivesmatter', 'losangeles', 'fabioborgestv', 'stopkillingus', 'конечная', 'santamonica', 'icantbreathe', 'protest', 'blm', 'evers']","['#LosAngeles #protests2020 #BlackLivesMatter #DTLA #DTLAProtest #hollywood #StopKillingUs #icantbreathe… https://t.co/cxoeObmBEb', '#blacklivesmatter #blm #news #redetv #redetvnews #fabioborgestv @fabioborgestv #recstation #losangeles #protesto… https://t.co/LbWWOrqmTZ', '#blacklivesmatter #blm #georgefloyd #fabioborgestv @fabioborgestv #redetv #redetvnews #protesto #losangeles @ Los A… https://t.co/DenfO1CVPE']"
96,95,65,95_16_used_was_17,"['16', 'used', 'was', '17', 'been', 'austin', 'dat', 'remember', 'wasnt', 'glizock']","['@GothamCityGoon I was up next for a cut and a nigga said he was next. I didn’t say anything I was like 16', '@actuallymae Yeah that nigga was Literallyyyyy stalking me when I was 16/17', 'I don’t chase niggas I did that shit when I was 16-17 , fuck out of here !']"
97,96,64,96_hair_dye_blonde_purple,"['hair', 'dye', 'blonde', 'purple', 'dyed', 'hassle', 'roots', 'miss', 'lipstick', 'throwin']","['blonde hair make niggas go crazy', 'you niggas used to dye the top or end of your hair blonde i ain’t forget', 'What’s a good hair dye brand for black people hair ?']"
98,97,63,97_pussc_tails_fine_ain,"['pussc', 'tails', 'fine', 'ain', 'hxvmevv9ld', 'hdq0c69shd', 'elsbrbo3ak', 'edaddy', 'dy70spzwqb', 'dxvxghdbqh']","['Pussc don’t excite a nigga with priorities unless pussc is a Nigga priority but that just ain’t me 🤷🏾 https://t.co/at0naLyFWE', '@onlyfansproxo your nigga could never 🤗\n\nhttps://t.co/VeZ7E5Csvh\n\n🖤21/ BBC/ Edaddy\n🖤FREE ONLYFANS\n🖤Meetups\n🖤Dominat… https://t.co/ZkNiL9iz0q', '@PJC__ERA @antsantanaa @Jay100__ @bobehuncho619 How is there no consistency!? Y’all want niggas to give PG respect… https://t.co/SpxOPEwSqy']"
99,98,63,98_privilege_transmogrifying_white_certainly,"['privilege', 'transmogrifying', 'white', 'certainly', 'victimhood', 'he', 'nash', 'believes', 'tanyamcastaneda', 'properties']","['@glennbeck He certainly was good at what he did - i.e., transmogrifying white privilege into white victimhood.  Not… https://t.co/fSsqKwJR7N', '@GOPChairwoman He certainly was good at what he did - i.e., transmogrifying white privilege into white victimhood.… https://t.co/Q19c57Exux', '@NoahCRothman He certainly was good at what he did - i.e., transmogrifying white privilege into white victimhood.… https://t.co/azEwMkiRb7']"
100,99,62,99_instagram_twitter_activism_posting,"['instagram', 'twitter', 'activism', 'posting', 'protests', 'account', 'selfie', 'media', 'opportunity', 'gt']","['Switching my major to Instagram activism', 'If you use the protests as an Instagram opportunity, you’re not protesting. Sorry I don’t make the rules', 'why do I got to tell some of y’all that protests aren’t a photo shoot or instagram selfie opportunity']"
101,100,61,100_men_flows_man_lt,"['men', 'flows', 'man', 'lt', 'mans', 'chicago', 'jackthechad19', 'anitarxx', 'donte', 'ogkittykush']","['Two black men under 35 from Chicago. Really from Chicago though not Elmhurst saying we from Chicago. \n-Pavy', 'the black man is god. meaning the first human to ever conceptualize a higher being or god and inscribe it were dark… https://t.co/h5VhvBSB5e', 'I listen to KRS one entire album the jawn wit black cop this mans flows and delivery BACK THEN could rivals today’s “flows” with ease.']"
102,101,61,101_dog_pup_puppy_dogs,"['dog', 'pup', 'puppy', 'dogs', 'pet', 'dogsofinstagram', 'puppylove', 'jakenicolax', 'great_dain62', 'kaldırıp']","['Just posted part 2 of our 3 way with hot ginger stud @ItsEddieBurke and my pup @JakeNicolaX I think you’re gonna ge… https://t.co/Sk6byXqZE6', '@cerberuspup2 Such a stud pup!', ""My little caged, faggot Pup Son!\nI'm so proud of my lil Pup, @nursealt93 \nDaddy loves you! https://t.co/U5ohdJlXIp""]"
103,102,60,102_peaceful_protests_68_z410s,"['peaceful', 'protests', '68', 'z410s', 'uine6iyqzq', 'arielhernandez3', 'alysort', 'nplkifanlu', 'way2fengshui', 'vve9zcvdkp']","['@ArielHernandez3 @Z410S @espnmma @ColbyCovMMA Still took a while for them to allow peaceful protest regardless of your opinion 🤷🏾\u200d♂️', 'Hmmm!\n\nIs 68 days of protest like having you child say ""mom"" ""mom"" ""mom""... for 68 days straight? \n\n68 days, the message has been diluted.', ""So after five weeks of peaceful protests I think we've all learned that peaceful protests will be met with as much… https://t.co/KYbYg7Q7Rt""]"
104,103,59,103_pitch_dark_sleep_bed,"['pitch', 'dark', 'sleep', 'bed', 'room', 'paralysis', 'shadow', 'night', 'asleep', '30pm']","['It’s so dark today &amp; I love it. My living room been pitch black all day.', 'do you sleep in pitch black or with a night light', 'off room have to be pitch black']"
105,104,57,104_movement_matter_lives_imbroimages,"['movement', 'matter', 'lives', 'imbroimages', 'nikonusa', 'support', 'abc7eyewitness', 'fullerton', 'bethechange', 'earthquake']","['Black Lives Matter...\n#protest\n▪️\n🖤\n▪️\n#blm #fullerton #imbroimages #nikonusa #abc7eyewitness #bethechange… https://t.co/ioeqdomubO', 'Black Lives Matter...\n#protest\n▪️\n🖤\n▪️\n#blm #fullerton #imbroimages #nikonusa #abc7eyewitness #bethechange… https://t.co/Dph36mwoGz', 'Black Lives Matter...\n#protest\n▪️\n🖤\n▪️\n#blm #fullerton #imbroimages #nikonusa #abc7eyewitness #bethechange… https://t.co/fosyWQ4wPe']"
106,105,57,105_weekend_monday_sunday_saturday,"['weekend', 'monday', 'sunday', 'saturday', 'friday', 'anahe', 'happysaintpatricksday', 'fourleafclover', 'shamrocks', 'gayleafclovers']","['Monday Mode!\n.\n.\n.\n#visitingnewport #mondayvibes #pinoy #pinoytraveler #springbreak #springbreak2021 #filipino… https://t.co/3GaicJwjiy', '#shamrocks #stpatricksday #happysaintpatricksday #green #luck #gay #rainbow #gayleafclovers #fourleafclover @ Anahe… https://t.co/Ymdwuh4LZo', '#shamrocks #stpatricksday #happysaintpatricksday #green #luck #gay #rainbow #gayleafclovers #fourleafclover @ Anahe… https://t.co/iUSLO5gesX']"
107,106,57,106_ghost_brody_nickname_tylerthecreator,"['ghost', 'brody', 'nickname', 'tylerthecreator', 'shyt', 'johnny', 'goofy', 'pimp', 'tyler', 'creator']","['Ghost was a cold nigga 😩😩😂😂', 'I really wanna hope ghost not dead but that nigga coming like he is lmao', 'Lmaooo my lil nigga got ghost']"
108,107,57,107_california_angeles_blacklivesmatter_los,"['california', 'angeles', 'blacklivesmatter', 'los', 'change', 'time2awake', 'nojusticenopeace', 'insolidarity', 'blm', 'revolution']","['#blacklivesmatter #allblacklivesmatter #prosecutekillercops #nojusticenopeace @ Los Angeles, California https://t.co/SAemo0Jud0', 'We Stand As One‼️\n#nojusticenopeace #blm #blacklivesmatter @ Los Angeles, California https://t.co/53GKGR4S5o', '#solidarity #blacklivesmatter \nKeep taking ACTION\nEDUCATE yourself \nBe the CHANGE 🖤 @ Los Angeles, California https://t.co/ffQamTL0sy']"
109,108,55,108_hood_hoodie_turnt_curious,"['hood', 'hoodie', 'turnt', 'curious', 'ziggyfbl', 'niggetts', 'auji3', 'bknni2unw8', 'curios', 'hoodsta']","['Where the hood niggas at?', 'I love the hood, where that nigga say he from? Fuck his hood💯', 'Hood niggas !']"
110,109,55,109_she_her_demings_val,"['she', 'her', 'demings', 'val', 'orlando', 'misogynoir', 'theym', 'bcf34brrvn', 'fyxegxa7y9', 'fpuxmywagj']","['How is one-term Congresswoman Val Demings, a former Orlando police officer who attended FSU and “Webster College” a… https://t.co/m9L1pb78QB', 'How about Rep. Val Demings (D-Florida), a former police chief in Orlando, as Biden’s running mate? She’s on the ‘sh… https://t.co/e5b65KhjWX', 'Eu entendo que a poc tenha ficado ofendida com ter sido chamada de coroa porque ela não esperava etc., (sem contar… https://t.co/2Ww9nrYwT8']"
111,110,55,110_race_speeding_racing_drive,"['race', 'speeding', 'racing', 'drive', 'speed', 'slow', 'fast', 'runners', 'marathon', 'freeway']","['40 is fucking SLOW. But I can’t be speeding with no license 😭 my dad was like “put some pep in to step” and I was l… https://t.co/6Td1eVfxkY', '40 is fucking SLOW. But I can’t be speeding with no license 😭 my dad was like “put some pep in yo step” and I was l… https://t.co/y9hgol7hL9', 'It’s a real marathon niggas out here speed racing']"
